user,Followers,Followees,mediacount,Likes,Comments,Distance,place,Caption,langue,Title,URL,Date,Liste des Likes,Liste des Commentaires,Tagged users,Sponsorisée,The Posts sponsors,Number of sponsors,Video viewers,Engagement Rate
aymantounsi,5270,2246,49,223,0,Nul,,🎻💍❤️,undefined,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/279800859_959848431371718_8465911296776349673_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=QXyakFuCVZwAX_mHaIi&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT_3TfYvwXhcs-ZLypFnbB2xIRQi_F56LaIKg-1kotIG3w&oe=62E9FF45&_nc_sid=4f375e,2022-05-04 21:55:52+00:00,<generator object Post.get_likes at 0x000001F78E1563B0>,[],[],False,[],0,3654.0,4.2314990512333965
aymantounsi,5270,2246,49,226,18,Off Zone,Hopital Hedi Chaker,"فرحة الصغار بالعيد فرحة ماتتوصفش❤️ الحمد لله الي عطانا الفرصة والقدرة إنا نفرحوهم 😍 
Merci @sirine_jarraya_  et tout le groupe pour l'initiative ❤️

عيدكم مبروك ❤️",ar,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/279451335_534908218022002_1882778855308491660_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=T-fAc7eA5nEAX8uEJeN&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT91Bht62A75K7fRA-I2suUbOS7y-y7Im8BAlVL3GduEWg&oe=62E9A6EE&_nc_sid=4f375e,2022-05-01 16:22:34+00:00,<generator object Post.get_likes at 0x000001F78E157B50>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E0A79D0>,['sirine_jarraya_'],False,[],0,2103.0,4.28842504743833
aymantounsi,5270,2246,49,57,0,Nul,,"🎊 Ramolli Fashion Store Opening 🎻
📍Sfax, Beb Bhar",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/278636022_3235495393365007_6826897467032250153_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ZbPCYSpjHvQAX_6qYgo&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-UodLNla4elskc5bL4NNWUAZwzKI87tSUSuR4AZ038_g&oe=62E9F6CC&_nc_sid=4f375e,2022-04-18 19:14:18+00:00,<generator object Post.get_likes at 0x000001F78E154CF0>,[],[],False,[],0,1243.0,1.081593927893738
aymantounsi,5270,2246,49,125,2,Off Zone,Complexe Culturel Mohamed Jamoussi,"No special talents, only Passion can make the difference👌❤️

About Doctor's Got Talent Opening Show🎻

Thank you @associamedsfax",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/278207218_159925283121372_2584645828909903845_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=MiiODRC4I9MAX_73JkJ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjgxMjg5NDA3NjM2NjY0MTY3MA%3D%3D.2-ccb7-5&oh=00_AT9PGQcknRSGKXpxI1nwf5TbHL6zLT_ookdZvn_8YEw8yA&oe=62ED9C8E&_nc_sid=30a2ef,2022-04-09 22:25:26+00:00,<generator object Post.get_likes at 0x000001F78E1543C0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E176080>,[],False,[],0,,2.3719165085388996
aymantounsi,5270,2246,49,51,0,Off Zone,"Hammamet, Tunisia",@leostunisia on fire🔥🎻,fi,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/277292732_262584639302362_6776870371677942969_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=u4KMhR5xg-UAX91TcvU&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-0hXuCIOhoj4ggN6Ifm_CB9KsIcBQYkZB4OqV5UCVAzw&oe=62E9EDA4&_nc_sid=4f375e,2022-03-26 20:30:45+01:00,<generator object Post.get_likes at 0x000001F78E1575A0>,[],[],False,[],0,1306.0,0.967741935483871
aymantounsi,5270,2246,49,106,1,Off Zone,Complexe Culturel Mohamed Jamoussi,"1ère participation ☑️
1er Prix 🏆

جائزة مسابقة الإبداع في آلة الكمنجة للمبدع تلميذي أيمن الطرودي 😍❤️ مهرجان البيانو🎶

أول تتويج لمركز الموسيقى العربية ""المايسترو"" The Maestro Arab Music Center @themaestroamc 

الحمد لله، هذي البداية ومازال مازال💪❤️",ar,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/277324487_377576300671289_3166810958034572680_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=wGAibKlgmdQAX_P3VCd&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjgwMTI2NDg5MzY1NTk4MjQwOA%3D%3D.2-ccb7-5&oh=00_AT_rw94IeU6YCUgNxKPLGVTYgk-VazYo-CbZaOfcFB0tRQ&oe=62EEBA5F&_nc_sid=30a2ef,2022-03-24 22:20:19+01:00,<generator object Post.get_likes at 0x000001F78E154A50>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B54250>,['themaestroamc'],False,[],0,,2.011385199240987
aymantounsi,5270,2246,49,68,3,Nul,,عليكي عيون لا بتنافق ولا بتخون🎻❤️,ar,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/276970740_368288611658934_5836626492037864015_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Dc-abJoSi0UAX-gTwMe&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-LHzNXwVk1cEOWmvVbzSnb6YTz5vz1kucNzhc33DkRdg&oe=62EA2966&_nc_sid=4f375e,2022-03-23 17:13:27+01:00,<generator object Post.get_likes at 0x000001F78E1551C0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B57E20>,[],False,[],0,1080.0,1.2903225806451613
aymantounsi,5270,2246,49,64,1,Off Zone,Rym's paradise,Traditional day at @rymsparadise 🎶🎻❤️,en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/275857074_943043253078084_9123698344537281967_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=OUz_BDcxgXQAX9tXAiZ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT8mGh4NtXIMzHQJFi8p5coaQp3O1u2QqKVXH97KDgYJcg&oe=62EA2741&_nc_sid=4f375e,2022-03-16 19:23:28+01:00,<generator object Post.get_likes at 0x000001F78E154BA0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E0A7C40>,['rymsparadise'],False,[],0,1022.0,1.2144212523719164
aymantounsi,5270,2246,49,87,1,Nul,,"About Doctor's Got Talent Opening Show🎻❤️

Thank you @associamedsfax for the invitation❤️

Happy to be a part of this great event🔥😍

#violin #violinshow #show #liveperformance #musicshow #musician #violinist #showviolon #live",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/275494019_3418585211759703_9015341485091954660_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=q3K7wpQsJagAX_neVB1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT9FgjvZMdsv1i8-u_aBCqlcB05olO0sQ-4gxWPhPR0Dmw&oe=62E99F5F&_nc_sid=4f375e,2022-03-10 18:13:39+01:00,<generator object Post.get_likes at 0x000001F78E1544A0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B54FA0>,[],False,[],0,760.0,1.650853889943074
aymantounsi,5270,2246,49,100,2,Nul,,"زيّ العسل، على قلبي هواه🎻❤️

#violon #violin #oriental #fiançailles #engagement #wedding #music #musique",fr,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/274689341_1070649583505423_482785077469727065_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=4-zTi43-BNMAX80ZAGA&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-e9wsAV9S9CFR7FHRCdwRiQjENe_fASLKrR-Rd7JtVSw&oe=62EA3C96&_nc_sid=4f375e,2022-02-27 10:47:59+01:00,<generator object Post.get_likes at 0x000001F78E155150>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B55ED0>,[],False,[],0,1815.0,1.8975332068311195
aymantounsi,5270,2246,49,115,2,Nul,,"L'action des opérations gratuites avec @doctime_sfax 💚🎶 
📍 Stand de collecte à Carrefour Nasriya",fr,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/274302834_1640176109663391_1809537218117480311_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=G_n78aKHN_8AX_7-hfN&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT_c2S7fpvpOFP90cpLGp3tWfUPs1ZEI-cO7SuonkTih7Q&oe=62E9D5E8&_nc_sid=4f375e,2022-02-20 18:48:34+01:00,<generator object Post.get_likes at 0x000001F78E154C10>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B57310>,['doctime_sfax'],False,[],0,1997.0,2.1821631878557874
aymantounsi,5270,2246,49,94,1,Nul,,Classy Engagement Dinner 💍🎻#engagement #engagementday #dinner #music #violin,nl,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/272283655_637244337516574_3509453727325292621_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4IchdtF70kMAX8DCHuI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT96pNSaFQ-MbeYBxgPRxNRlVsXsg-umZh-X3iMWS3Vjrw&oe=62EA4039&_nc_sid=4f375e,2022-01-21 18:27:24+01:00,<generator object Post.get_likes at 0x000001F78E154E40>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B57EE0>,[],False,[],0,1364.0,1.7836812144212524
aymantounsi,5270,2246,49,141,1,Nul,,"May the New Year bring you happiness, peace, and prosperity❤️ Wishing you a joyous 2022!",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/271182939_444401107345971_7223807020536033021_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=zXiZmXaQ-KQAX_cQqMT&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc0MjUxMDU2MzAxMjg2NjE5Nw%3D%3D.2-ccb7-5&oh=00_AT8WXWR9swwDMUtD9uWBXdTU-dKu13FVwgxVS5eNT8FolA&oe=62EEF3F4&_nc_sid=30a2ef,2022-01-02 20:45:57+01:00,<generator object Post.get_likes at 0x000001F78E154F90>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B5B070>,[],False,[],0,,2.675521821631879
aymantounsi,5270,2246,49,95,1,Nul,,"🎉 Ouverture Pâtisserie Ben Zina 
📍Route de Tunis, Sfax 
Vivant la Magie du Violon🎻",fr,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/269761902_5151754361520654_6851899197443812381_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=sbYtuv-YxmgAX9O70HA&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-VVoZgxVkvVoNQLymbL8ZpJaCAgRXVANh8PCyEtycPig&oe=62EA3888&_nc_sid=4f375e,2021-12-23 19:17:27+01:00,<generator object Post.get_likes at 0x000001F78E154510>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B562F0>,[],False,[],0,1593.0,1.8026565464895636
aymantounsi,5270,2246,49,84,3,Off Zone,Riadh Palms Hôtel Sousse,Sousse on FIRE🔥❤️🎻,en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/269682425_940777476853844_3443821275991837209_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=uUF2Kb69dm4AX-d04Um&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT_kHveFqHVI3HgOhSrD9KhpZDaxTOhzy1OfPIZNRVxuCg&oe=62E9D931&_nc_sid=4f375e,2021-12-20 16:18:20+01:00,<generator object Post.get_likes at 0x000001F78E1546D0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F7F6D5F4C0>,[],False,[],0,1359.0,1.5939278937381403
aymantounsi,5270,2246,49,54,0,Nul,,Happy birthday @angel_beauty_center2 🎉❤️,en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/266077792_1389323311500518_4803733667106988769_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=dkrQqWbRoNgAX_WjuKu&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-gk_dnHEup-R0jI_uXLc9RRshWrm_eVQW9l-E65qwnLw&oe=62E9C9D7&_nc_sid=4f375e,2021-12-12 21:46:44+01:00,<generator object Post.get_likes at 0x000001F78E1574C0>,[],[],False,[],0,934.0,1.0246679316888045
aymantounsi,5270,2246,49,38,0,Off Zone,Loungescape,About Saturday Night with @tesquila_live_band 🎻🥂,en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/262428577_696989391251969_3899943598431831903_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ISuGvb0PSScAX9mOO2W&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT91y-FCnPsY7kFZCKAVmsKSOJVbriMN8wd64k0TFuf9LQ&oe=62E9E54A&_nc_sid=4f375e,2021-12-01 22:05:38+01:00,<generator object Post.get_likes at 0x000001F78E157370>,[],"['wael.haddar', 'majd___k', 'dammakbesem', 'tesquila_live_band', 'marambensassi', 'racem_dammakk', 'riadh_hsairi', 'skandar.abdelhedi']",False,[],0,883.0,0.7210626185958254
aymantounsi,5270,2246,49,133,1,Nul,,Chillin' 🍾🎻,en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/251173284_421710809625144_8431669079349127811_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=qX_iFG5CUq8AX8Vqeni&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT9gNCJF-45zQWoyrLInfkd_AZQHYF-1KIQljxqd3VqO0g&oe=62EE4F61&_nc_sid=4f375e,2021-11-02 21:35:17+01:00,<generator object Post.get_likes at 0x000001F78E157300>,<instaloader.nodeiterator.NodeIterator object at 0x000001F7F6D5F400>,[],False,[],0,,2.523719165085389
aymantounsi,5270,2246,49,118,0,Nul,,"Today is your opportunity to build the tomorrow you want..❤️

Opening of @seasidechaussures New Store🎻

#violin #violinist #opening #ouverture #inauguration #events #violon #violoniste #music #musicshow #musician #musicians #musiclife #inaugurationday #violinistlife #musically #violinshow",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/250938919_170303895304069_3214337452468829864_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=RfXcQrQyUeEAX99-32U&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-5KXc2EI-STb96pW0BR4hGOFPWWKOri6ZBz8edIYy6Ww&oe=62EE3054&_nc_sid=4f375e,2021-10-28 19:58:22+01:00,<generator object Post.get_likes at 0x000001F78E155230>,[],[],True,[<Profile pap_proadvisor_partnership (40248326161)>],1,,2.239089184060721
aymantounsi,5270,2246,49,158,1,Nul,,"There is only one happiness in this life, to love and be loved❤️

📸 @ramzy_ktari

#violin #violinist #wedding #events #violon #violoniste #music #musicshow #musician #musicians #musiclife #mariage #mariagetunisien #musically #violinshow",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/245203052_573561800559737_561094857292446202_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=OKD0U02lerMAX_ou_z-&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT8zalHLsmYuRb50covOB_p7pNZBTEZP5WzKU95JDhL-Mg&oe=62EE60C1&_nc_sid=4f375e,2021-10-10 21:46:27+01:00,<generator object Post.get_likes at 0x000001F78E154D60>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788D82320>,[],False,[],0,,2.998102466793169
aymantounsi,5270,2246,49,55,0,Nul,,"We're back..❤️ 

Throwback to the best moments from the last Summer Season🎻

Don't miss the chance to live the Magic of The Violin✨❤️

#violin #violinist #wedding #events #violon #violoniste #music #musicshow #musician #musicians #musiclife #mariage #mariagetunisien #musically #violinshow",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/244181900_1076715073091140_6600164536217853246_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=Y2tqvZOPJ9YAX-2BLd1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT_UptgiUfLsJitWNT6bWnjxDXNXGlwhMqUUSh5TB80CMw&oe=62EA0D86&_nc_sid=4f375e,2021-10-04 23:43:09+01:00,<generator object Post.get_likes at 0x000001F78E156650>,[],[],False,[],0,915.0,1.0436432637571158
aymantounsi,5270,2246,49,170,0,Nul,,"Love what you do and Look for the magic in every moment✨❤️🎻

📸 Studio El Ahlem",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/240704176_403646738035991_561904615690878672_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=yWJtcTngsNkAX--yOgM&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjY0OTAyODU2MTgwMjg5OTEyMA%3D%3D.2-ccb7-5&oh=00_AT8TAQYtnrP239IsfSQR1KHw0NNUyBKYhhLOviIXN_syQw&oe=62EDBBF1&_nc_sid=30a2ef,2021-08-26 21:13:54+01:00,<generator object Post.get_likes at 0x000001F78E1542E0>,[],[],False,[],0,,3.225806451612903
